name,has_website,official_url,official_title,relevant_links,justdial_com,indiamart_com,cardekho_com,carwale_com,cars24_com,olx_in,sulekha_com,yellowpages_in,total_referral_links,lead_score,lead_category,lead_reason,extracted_phone
Madhya Pradesh Automobiles Indore,True,https://www.carz4sale.in/new-car-showrooms/dealer/piaggio/madhya-pradesh/indore/1284/airen-automobiles,"AIREN AUTOMOBILES, Indore : 15/2, OLD PALASIA... - Carz4Sale","[{'name': 'Madhya Pradesh Automobiles Indore', 'title': 'Bhagirath Automotive-Indore, Harnya Khedi, Indore - Tata Showroom', 'url': 'https://www.cardekho.com/tata/indore/cardealers/bhagirath-automotiveindore-281329.htm', 'domain': 'cardekho.com', 'snippet': 'Bhagirath Automotive-Indore, Harnya Khedi - The Tata Car Dealer located in Harnya Khedi, Get Phone Numbers, Address, Photos, Maps of Bhagirath Automotive-Indore.', 'type': 'referral'}, {'name': 'Madhya Pradesh Automobiles Indore', 'title': 'Patel Motors (Indore) Pvt. Ltd. | LinkedIn', 'url': 'https://in.linkedin.com/company/patelmotors', 'domain': 'in.linkedin.com', 'snippet': 'Retail Motor Vehicles. Indore, Madhya Pradesh 4,290 followers. Driving infinite growth.Patel Motors Group is a trusted automotive dealership group with over four decades of experience in the industry.', 'type': 'official_or_other'}, {'name': 'Madhya Pradesh Automobiles Indore', 'title': 'Quality Automobiles-Indore', 'url': 'https://www.bikedekho.com/showrooms/hero/indore/quality-automobiles-indore-50063422', 'domain': 'bikedekho.com', 'snippet': 'Quality Automobiles-Indore. Plot No 1, Gr Flr, Friends Row House,Ring Road Bengali Square , Indore, Madhya Pradesh, 452016.Other Hero Bike Dealers in Indore. Premia Mehta Automobiles Pvt Ltd - South Tukoganj.', 'type': 'referral'}, {'name': 'Madhya Pradesh Automobiles Indore', 'title': 'justdial.com/Indore/Automobile-Manufacturers/nct-10028132', 'url': 'https://www.justdial.com/Indore/Automobile-Manufacturers/nct-10028132', 'domain': 'justdial.com', 'snippet': 'Top Automobile Manufacturers in Indore - Justdial.', 'type': 'referral'}]",1,0,1,0,0,0,0,0,2,15,Strong Online Presence,Business has an official website - lower digital opportunity,
Sunrise Car World Indore,True,https://dealers-auto.mahindra.com/location/madhya-pradesh/indore,Mahindra & Mahindra Locator | Indore | Car Dealer,"[{'name': 'Sunrise Car World Indore', 'title': 'Car Showrooms Indore, Car @ZigWheels', 'url': 'https://www.zigwheels.com/dealers/Indore', 'domain': 'zigwheels.com', 'snippet': 'We have a total of 93 authorized car showrooms in Indore for more than 30+ cars brands including Maruti Suzuki, Tata, MG Motor, Mahindra, etc. Get contact information, full address, and the...', 'type': 'referral'}, {'name': 'Sunrise Car World Indore', 'title': 'Top Car Dealers in Indore - New Car Showrooms near me - Justdial', 'url': 'https://www.justdial.com/Indore/Car-Sale-Dealers/nct-10075853', 'domain': 'justdial.com', 'snippet': 'Discover top car showrooms in Indore offering a wide range of branded Car models with prices. Get phone numbers, addresses, reviews, photos, and maps for leading Car Sale Dealers near you in Indore on Justdial.', 'type': 'referral'}, {'name': 'Sunrise Car World Indore', 'title': 'Top 10 Automobile Dealers in Indore - Indore Automobile ...', 'url': 'https://yellowpages.webindia123.com/d-py/Madhya-Pradesh/Indore/Automobile-Dealers-290/1/', 'domain': 'yellowpages.webindia123.com', 'snippet': 'Automobile Dealers in Indore.', 'type': 'official_or_other'}, {'name': 'Sunrise Car World Indore', 'title': 'Find Mahindra Dealers & Showrooms Near You | Mahindra Auto', 'url': 'https://auto.mahindra.com/dealer-locator', 'domain': 'auto.mahindra.com', 'snippet': 'Search and locate the nearest Mahindra Auto dealers or showrooms for test drives, vehicle purchases, or service booking and much more with us', 'type': 'official_or_other'}]",1,0,0,0,0,0,0,0,1,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Trinity Motors Indore,True,https://shrimotors.com/,Shri Motors – A Used Car Showroom,"[{'name': 'Trinity Motors Indore', 'title': 'Top Car Dealers near Trinity Mall Umaria, Indore - New Car Showrooms ...', 'url': 'https://www.justdial.com/Indore/Car-Dealers-in-Trinity-Mall-Umaria/nct-10075853', 'domain': 'justdial.com', 'snippet': 'New Car Dealers near Trinity Mall Umaria, Indore. Discover top car showrooms in Indore offering a wide range of branded Car models with prices. Get phone numbers, addresses, reviews, photos, and maps for leading car dealers near you near Trinity Mall Umaria, Indore on Justdial.', 'type': 'referral'}, {'name': 'Trinity Motors Indore', 'title': 'Top Car Dealers in Indore - New Car Showrooms near me - Justdial', 'url': 'https://www.justdial.com/Indore/Car-Sale-Dealers/nct-10075853', 'domain': 'justdial.com', 'snippet': '574 New Car Sale Dealers in Indore. Discover top car showrooms in Indore offering a wide range of branded Car models with prices. Get phone numbers, addresses, reviews, photos, and maps for leading Car Sale Dealers near you in Indore on Justdial.', 'type': 'referral'}, {'name': 'Trinity Motors Indore', 'title': 'Top 10 Automobile Dealers in Indore - Indore Automobile Dealers ...', 'url': 'https://yellowpages.webindia123.com/d-py/Madhya-Pradesh/Indore/Automobile-Dealers-290/1/', 'domain': 'yellowpages.webindia123.com', 'snippet': 'Automobile Dealers in Indore. Get Address, Contact Numbers, Website, Email, Reviews and more for Automobile Dealers in Indore on yellowpages.webindia123.com, Madhya Pradesh, India like Shri Motors, Anand Nissan, MG Motor India, RR Automotive, Infinity Cars, Audi Indore, Shyam Honda- Annapurna Main Road, Kasliwal Automobiles, Rajpal Honda- Sapna-Sangeeta Road, Doshi Honda, Force Moto', 'type': 'official_or_other'}, {'name': 'Trinity Motors Indore', 'title': 'Trinity Motors Bike Discount Offers in Indore for April 2025', 'url': 'https://auto.hindustantimes.com/trinitymotors-bikes/offers-in-indore', 'domain': 'auto.hindustantimes.com', 'snippet': 'Trinity Motors Bike Discount Offers in Indore for April 2025: Get all exclusive offers, cash discount, exchange bonus, finance rates, extended warranty on Trinity Motors new Bike at HT Auto.', 'type': 'official_or_other'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Crystal Auto Indore,True,https://yellowpages.webindia123.com/d-py/Madhya-Pradesh/Indore/Automobile-Dealers-290/1/,Top 10 Automobile Dealers in Indore - Indore Automobile Dealers ...,"[{'name': 'Crystal Auto Indore', 'title': 'Top Car Dealers in Indore - New Car Showrooms near me - Justdial', 'url': 'https://www.justdial.com/Indore/Car-Dealers/nct-10075853', 'domain': 'justdial.com', 'snippet': '574 New Car Dealers in Indore. Discover top car showrooms in Indore offering a wide range of branded Car models with prices. Get phone numbers, addresses, reviews, photos, and maps for leading car dealers near you in Indore on Justdial.', 'type': 'referral'}, {'name': 'Crystal Auto Indore', 'title': 'Top Automobile Dealers in Indore near me - Justdial', 'url': 'https://www.justdial.com/Indore/Automobile-Dealers/nct-10027860?stype=category_list&redirect=301', 'domain': 'justdial.com', 'snippet': '871 Automobile Dealers in Indore. Find Car Dealers, Car Repair & Services, Motorcycle Dealers, Automobile Part Dealers, Tyre Dealers in Indore. Get Phone Numbers, Address, Reviews, Photos, Maps , FAQs for top Automobile Dealers near me in Indore on Justdial.', 'type': 'referral'}, {'name': 'Crystal Auto Indore', 'title': 'Car Showrooms Indore, Car @ZigWheels', 'url': 'https://www.zigwheels.com/dealers/Indore', 'domain': 'zigwheels.com', 'snippet': 'Car Showrooms Indore- Get the complete list of Car Showrooms in your city. Also, check details of Car Showrooms in your nearby locations @ ZigWheels', 'type': 'referral'}, {'name': 'Crystal Auto Indore', 'title': '20 Best Car Dealerships in Indore, India | DataGemba', 'url': 'https://datagemba.com/b/v/in/indore/car-dealerships', 'domain': 'datagemba.com', 'snippet': ""DataGemba can offer assistance in finding 'the best Car Dealerships near me'. You can click on your favourite Car Dealerships in Indore as per their user rating and get Car Dealerships contact details like phone number, mobile number, email id, full address, realtime location on google map and detailed user feedbacks so that you could choose best of the best Car Dealerships in Indore."", 'type': 'official_or_other'}]",2,0,0,0,0,0,0,0,2,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Diamond Motors Indore,True,https://in.worldorgs.com/catalog/indore/used-car-dealer/diamond-motors,Diamond Motors in the city Indore,"[{'name': 'Diamond Motors Indore', 'title': 'Diamond Motors in Bhawar Kuan, Indore - Best Second Hand Truck Dealers ...', 'url': 'https://www.justdial.com/Indore/Diamond-Motors-Opposite-Icici-Bank-Bhawar-Kuan/0731PX731-X731-140923160318-Y4H2_BZDET', 'domain': 'justdial.com', 'snippet': 'Diamond Motors Catalogue - View range of products and services offered by Diamond Motors in Bhawar Kuan, Indore. Get Best Price, Address, Contact Number, Reviews and Ratings of Diamond Motors in Indore on Justdial.', 'type': 'referral'}, {'name': 'Diamond Motors Indore', 'title': 'Diamond Motors - IndiaMART', 'url': 'https://m.indiamart.com/diamond-motors-indore/', 'domain': 'm.indiamart.com', 'snippet': 'Diamond Motors - Retailer of used heavy duty commercial truck, used prima commercial truck & used mini buses in Indore, Madhya Pradesh.', 'type': 'official_or_other'}, {'name': 'Diamond Motors Indore', 'title': 'Diamond Motors, Indore CGO Complex - Auto parts store in Indore', 'url': 'https://www.indiainfo.net/place/diamond-motors-4826321', 'domain': 'indiainfo.net', 'snippet': 'About Diamond Motors Indore CGO Complex, Indore Diamond Motors is located in Indore CGO Complex, Indore. Currently we do not have any reviews or rating for Diamond Motors. There are at least 249 Auto parts stores in Indore CGO Complex, out of which this Auto parts store has an overall rank of 55. Address of the Auto parts store is 4, 11 R, Bharti Bhawan, RNT Marg, Near Manas Bhawan Extension ...', 'type': 'official_or_other'}, {'name': 'Diamond Motors Indore', 'title': 'DIAMOND_MOTORS_INDORE (@diamond_motors_indore) - Instagram', 'url': 'https://www.instagram.com/diamond_motors_indore/', 'domain': 'instagram.com', 'snippet': '86K Followers, 89 Following, 274 Posts - See Instagram photos and videos from DIAMOND_MOTORS_INDORE (@diamond_motors_indore)', 'type': 'referral'}]",1,0,0,0,0,0,0,0,1,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Pioneer Auto Sales Indore,True,https://pioneer-india.in/stores/car-entertainment-purchase/Madhya+Pradesh/Indore/,"Pioneer car audio-video dealers in Indore, Madhya Pradesh, India","[{'name': 'Pioneer Auto Sales Indore', 'title': 'Top Pioneer in Indore - Best Pioneer near me - Justdial', 'url': 'https://www.justdial.com/Indore/Pioneer/nct-14485227', 'domain': 'justdial.com', 'snippet': 'Mar 16, 2026 · Top Pioneer in Indore. Find Car Accessory Dealers, Car Seat Cover Dealers, Mobile Phone Accessory Dealers, Audio Speaker Dealers, Automobile Dealers in Indore.', 'type': 'referral'}, {'name': 'Pioneer Auto Sales Indore', 'title': 'Pioneer Service Centers in Indore, Madhya Pradesh, India', 'url': 'https://pioneer-india.in/stores/car-entertainment-service/Madhya+Pradesh/Indore/', 'domain': 'pioneer-india.in', 'snippet': 'Pioneer Dealer & Service center Locate your nearest Pioneer Dealer or Service center', 'type': 'official_or_other'}, {'name': 'Pioneer Auto Sales Indore', 'title': 'Pioneer - Car Agents, Dealers And Dealerships in Indore ...', 'url': 'https://www.infobel.com/en/india/pioneer/indore/IN115064753/businessdetails.aspx', 'domain': 'infobel.com', 'snippet': 'Find reviews, opening hours, photos & videos for Pioneer - Car Agents, Dealers And Dealerships in Indore. Search on Infobel for other companies in the category Car Agents, Dealers And Dealerships in Indore.', 'type': 'official_or_other'}, {'name': 'Pioneer Auto Sales Indore', 'title': 'Top 10 Automobile Dealers in Indore - Indore Automobile ...', 'url': 'https://yellowpages.webindia123.com/d-py/Madhya-Pradesh/Indore/Automobile-Dealers-290/1/', 'domain': 'yellowpages.webindia123.com', 'snippet': 'Automobile Dealers in Indore.', 'type': 'official_or_other'}]",1,0,0,0,0,0,0,0,1,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Speed Motors Indore,True,https://www.thecompanycheck.com/org/speed-motors/2138b7d3d9,"Speed Motors | Indore, Madhya Pradesh - The Company Check","[{'name': 'Speed Motors Indore', 'title': 'Speed Motors | 15 Second Hand Cars Available For Sale in Indore', 'url': 'https://www.carwale.com/used/indore/dealers/speed-motors/', 'domain': 'carwale.com', 'snippet': 'Speed Motors is a second hand car dealer in Indore City, Indore. Speed Motors has a total of 15 second hand cars in their inventory at their Indore used car showroom at a starting price of Rs. 3. ...', 'type': 'referral'}, {'name': 'Speed Motors Indore', 'title': 'Speed Motors in Indore - Best Automobile Dealers near me in Indore ...', 'url': 'https://www.justdial.com/Indore/Speed-Motors/0731PX731-X731-230706080333-R5H2_BZDET', 'domain': 'justdial.com', 'snippet': 'Speed Motors in Indore listed under Automobile Dealers in Indore. Rated 0.0 based on 0 Customer Reviews and Ratings with 1 Photos. Visit Justdial for Address, Contact Number, Reviews & Ratings, Photos, Maps of Speed Motors, , Indore.', 'type': 'referral'}, {'name': 'Speed Motors Indore', 'title': 'Speed Motors in Transport Nagar, Indore - Best Automobile Part Dealers ...', 'url': 'https://www.justdial.com/Indore/Speed-Motors-Below-Hotel-Noor-Transport-Nagar/0731P731STD86635_BZDET', 'domain': 'justdial.com', 'snippet': 'Speed Motors Catalogue - View range of products and services offered by Speed Motors in Transport Nagar, Indore. Get Best Price, Address, Contact Number, Reviews and Ratings of Speed Motors in Indore on Justdial.', 'type': 'referral'}, {'name': 'Speed Motors Indore', 'title': 'Speed Motors - कारवाले - CarWale', 'url': 'https://www.carwale.com/hi/used/indore/dealers/speed-motors/', 'domain': 'carwale.com', 'snippet': 'स्पीड मोटर्स is a used car dealer in इंदौर. Information includes full address, phone numbers, email, timings, rating.', 'type': 'referral'}]",2,0,0,2,0,0,0,0,4,15,Strong Online Presence,Business has an official website - lower digital opportunity,
Elite Car Gallery Indore,True,https://indianluxurycars.com/pre-owned-luxury-cars/indore/elite-cars-ngtpfn0y,Elite cars - Indore | IndianLuxuryCars.com,"[{'name': 'Elite Car Gallery Indore', 'title': 'Elite Automobiles in Kalindi Park,Indore - Best Automobile ...', 'url': 'https://www.justdial.com/Indore/Elite-Automobiles-Kalindi-Park/0731PX731-X731-221014223834-D3F7_BZDET', 'domain': 'justdial.com', 'snippet': 'Elite Automobiles in Kalindi Park, Indore is a top player in the category Automobile Dealers in the Indore. This well-known establishment acts as a one-stop destination servicing customers both local and from other parts of Indore.', 'type': 'referral'}, {'name': 'Elite Car Gallery Indore', 'title': 'Car Showrooms Indore, Car @ZigWheels', 'url': 'https://www.zigwheels.com/dealers/Indore', 'domain': 'zigwheels.com', 'snippet': 'We have a total of 93 authorized car showrooms in Indore for more than 30+ cars brands including Maruti Suzuki, Tata, MG Motor, Mahindra, etc. Get contact information, full address, and the...', 'type': 'referral'}, {'name': 'Elite Car Gallery Indore', 'title': 'Top 10 Automobile Dealers in Indore - Indore Automobile ...', 'url': 'https://yellowpages.webindia123.com/d-py/Madhya-Pradesh/Indore/Automobile-Dealers-290/1/', 'domain': 'yellowpages.webindia123.com', 'snippet': 'Automobile Dealers in Indore.', 'type': 'official_or_other'}, {'name': 'Elite Car Gallery Indore', 'title': 'BHAGAWATI ELITE MOTORS - CAR SHOWROOM AND SERVICE In INDORE ...', 'url': 'https://narelacity.com/b-detail.php?b=BHAGAWATI+ELITE+MOTORS&n=54053&nat=AUTOMOBILES&cat=CAR+SHOWROOM+AND+SERVICE&ref=bdet', 'domain': 'narelacity.com', 'snippet': 'They Say SHOWROOM AND WORKSHOP OF Mahindra Auto. Sale and Service of Mahindra Vehicles Like XUV700, THAR, XUV300, ALTURAS G4, XUV500, SCORPIO, BOLERO NEO, BOLERO, MARAZZO AND KUV100 NXT.', 'type': 'official_or_other'}]",1,0,0,0,0,0,0,0,1,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Maharaja Motors Indore,True,https://shrimotors.com/,Shri Motors – A Used Car Showroom,"[{'name': 'Maharaja Motors Indore', 'title': 'Patel Motors (Indore) Pvt. Ltd.-Niranjanpur, 428/3/3, Indore - Maruti...', 'url': 'https://www.cardekho.com/maruti/indore/cardealers/patel-motors-indore-pvt-ltdniranjanpur-176392.htm', 'domain': 'cardekho.com', 'snippet': 'Select City. Ad. no dealer image. Patel Motors (Indore) Pvt. Ltd.-Niranjanpur.Showroom Timing: 10:00 AM to 07:00 PM.', 'type': 'referral'}, {'name': 'Maharaja Motors Indore', 'title': 'Honda showroom in Noida | 6 Honda bike dealers - BikeWale', 'url': 'https://www.bikewale.com/dealer-showrooms/honda/noida/', 'domain': 'bikewale.com', 'snippet': 'The above mentioned information about Honda dealership showrooms in Noida is furnished to the best of our knowledge. All Honda bike models and colour options may not be available at each of the Honda dealers.', 'type': 'referral'}, {'name': 'Maharaja Motors Indore', 'title': 'Patel Motors Maruti Suzuki ARENA Car Showroom in Vijay Nagar...', 'url': 'https://www.arenaofvijaynagar.com/', 'domain': 'arenaofvijaynagar.com', 'snippet': 'Visit Patel MotorsMaruti Suzuki ARENA showroom in Vijay Nagar, Indore for Alto K10, WagonR, Celerio, Swift, Dzire, Ertiga, Brezza, S Presso, Victoris & Eeco. Check on-road prices, features, offers & book a test drive now.', 'type': 'official_or_other'}, {'name': 'Maharaja Motors Indore', 'title': 'Find Hero MotoCorp Showrooms Near You | Locator', 'url': 'https://dealers.heromotocorp.com/', 'domain': 'dealers.heromotocorp.com', 'snippet': 'Find Hero MotoCorp showroom near you. Get detailed info on showroom address, phone number, timings, ratings, reviews, drive directions & more.', 'type': 'official_or_other'}]",0,0,1,0,0,0,0,0,1,20,Strong Online Presence,Business has an official website - lower digital opportunity,
Force Motors Showroom Indore,True,https://www.carz4sale.in/new-car-showrooms/dealer/nissan/madhya-pradesh/indore/5189/anand-nissan-indore,"Anand Nissan - Indore, Indore : BRILLIANT STAR, PLOT... - Carz4Sale","[{'name': 'Force Motors Showroom Indore', 'title': 'Jawa showroom in Indore | 2 Jawa bike dealers - BikeWale', 'url': 'https://www.bikewale.com/dealer-showrooms/jawa/indore/', 'domain': 'bikewale.com', 'snippet': 'Jawa Showrooms in Indore. Showroom experience has always played an important role while buying a new bike. BikeWale brings you the address, contact details and directions of Jawa Showroom to improve your buying experience.Avan Motors. Avanturaa Choppers.', 'type': 'referral'}, {'name': 'Force Motors Showroom Indore', 'title': 'Tata Motors Cars - Sedans, Hatchbacks, SUVs | Tata Motors Limited', 'url': 'https://cars.tatamotors.com/', 'domain': 'cars.tatamotors.com', 'snippet': 'Explore Tata Motors’ range of passenger cars in India - SUVs, hatchbacks & sedans with best-in-class safety, performance and technology. Book a test drive today!', 'type': 'official_or_other'}, {'name': 'Force Motors Showroom Indore', 'title': 'Force Urbania van launched in India: Priced... | The Financial Express', 'url': 'https://www.financialexpress.com/auto/car-news/force-urbania-van-launched-in-india-priced-from-rs-28-99-lakh/2887337/', 'domain': 'financialexpress.com', 'snippet': 'Pune-based utility vehicle manufacturer, Force Motors, has introduced its new Urbania van in the Indian market. The all-new Force Urbania has been launched in India at a starting price of Rs 28.99 lakh, ex-showroom.', 'type': 'official_or_other'}, {'name': 'Force Motors Showroom Indore', 'title': 'Best Electric Scooter Price in Indore 2026 | Komaki', 'url': 'https://komaki.in/electric-scooter-price-in-indore/', 'domain': 'komaki.in', 'snippet': 'The price of Komaki electric scooters in Indore starts from ₹35,999/- (ex-showroom) and varies based on the model and features. For exact pricing and offers in your city, visit your nearest Komaki dealer or check the official website.', 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
Eicher Trucks and Cars Indore,True,https://www.eichertrucksandbuses.com/locate-a-dealer/indore-madhya-pradesh,Eicher Trucks & Buses Dealers in Indore | Price & Finance,"[{'name': 'Eicher Trucks and Cars Indore', 'title': 'Eicher Dealer, Showrooms in indore | Truck & Bus Dealer in indore', 'url': 'https://www.trucksbuses.com/dealers/eicher/madhya-pradesh/indore', 'domain': 'trucksbuses.com', 'snippet': 'These Eicher dealers in Indore Madhya Pradesh take care of all kinds of truck / bus / commercial vehicle sales of the company’s range of commercial vehicles. You can find the exact location address and contact number of all truck and bus Eicher dealers at TrucksBuses.com below.', 'type': 'official_or_other'}, {'name': 'Eicher Trucks and Cars Indore', 'title': '5 Eicher Truck Showrooms in Indore- Get Contact & Location', 'url': 'https://trucks.cardekho.com/en/eicher-dealers-in-indore.html', 'domain': 'trucks.cardekho.com', 'snippet': 'Find 5 Eicher truck dealers in Indore. Get details like contact number, full address & direction to the Eicher truck showrooms.', 'type': 'official_or_other'}, {'name': 'Eicher Trucks and Cars Indore', 'title': 'Eicher Truck Dealers & Showrooms in Indore, Madhya Pradesh', 'url': 'https://trucks.tractorjunction.com/en/dealers/eicher/madhya-pradesh/indore', 'domain': 'trucks.tractorjunction.com', 'snippet': 'Truckjunction lists 4 Eicher showrooms in Indore, Madhya Pradesh. Find address, location and contact numbers and connect with the best Eicher dealers & showrooms for more information on Eicher Truck price, specifications and current offers.', 'type': 'official_or_other'}, {'name': 'Eicher Trucks and Cars Indore', 'title': 'Patel Motors (Indore) Pvt. Ltd. – Eicher Commercial Vehicle Dealer in ...', 'url': 'https://www.eichertrucksandbuses.com/locate-a-dealer/indore-madhya-pradesh/patel-motors-indore-pvt-ltd', 'domain': 'eichertrucksandbuses.com', 'snippet': 'Patel Motors (Indore) Pvt. Ltd., located at Pipliya Kumar Chouraha, Indore, is a premier authorised Truck and Bus Dealer dedicated to powering your business with next-generation transport solutions. As a trusted eicher Showroom in Indore, we offer the complete Eicher trucks & buses line-up designed for efficiency, reliability and profitability. Our HD & LMD trucks range includes everything ...', 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
Isuzu Motors Showroom Indore,True,https://carhp.in/car-dealers/isuzu/indore,1 Isuzu Car Showrooms in Indore,"[{'name': 'Isuzu Motors Showroom Indore', 'title': 'Isuzu Showrooms in Indore | 1 Isuzu Dealers in Indore - CarWale', 'url': 'https://www.carwale.com/dealer-showrooms/isuzu/indore/', 'domain': 'carwale.com', 'snippet': 'Isuzu has 1 authorized dealer outlets / showrooms in Indore. Dealer information includes full address, phone numbers, email, pin code etc.', 'type': 'referral'}, {'name': 'Isuzu Motors Showroom Indore', 'title': 'Isuzu cars dealers and showrooms in Indore - CarDekho', 'url': 'https://www.cardekho.com/Isuzu/Indore/cardealers', 'domain': 'cardekho.com', 'snippet': 'Locate 1 Isuzu Showrooms in Indore. CarDekho connects you with authorized Isuzu Showrooms and dealers in Indore with their address and complete contact info.', 'type': 'referral'}, {'name': 'Isuzu Motors Showroom Indore', 'title': 'Car Dealers Isuzu Authorised in Indore - Isuzu New Car ...', 'url': 'https://www.justdial.com/Indore/Car-Dealers-Isuzu-Authorised/nct-11164363', 'domain': 'justdial.com', 'snippet': 'Feb 25, 2026 · Discover top Isuzu showrooms in Indore offering the latest car models, car prices and services. Get phone numbers, addresses, reviews, photos, and maps for leading Car Dealers Isuzu Authorised near you in Indore on Justdial.', 'type': 'referral'}, {'name': 'Isuzu Motors Showroom Indore', 'title': 'Isuzu Indore | Isuzu Dealer in Indore | Isuzu Showroom Indore', 'url': 'https://www.prokerala.com/automobile/isuzu/dealers/in-indore.html', 'domain': 'prokerala.com', 'snippet': 'This page gives the contact details, email and telephone number of Isuzu Indore dealers . For all your queries relating to Isuzu models, test drive of Isuzu vehicles in Indore, service and price of Isuzu cars in Indore, you may contact the Isuzu Indore showroom.', 'type': 'official_or_other'}]",1,0,1,1,0,0,0,0,3,10,Strong Online Presence,Business has an official website - lower digital opportunity,
Hero MotoCorp Showroom Vijay Nagar Indore,True,https://dealers.heromotocorp.com/location/madhya-pradesh/indore/vijay-nagar,"Find Hero MotoCorp Showrooms Near Vijay-nagar, Indore | Locator","[{'name': 'Hero MotoCorp Showroom Vijay Nagar Indore', 'title': 'Hero MotoCorp Dealer in Vijay-nagar, Indore, Madhya pradesh', 'url': 'https://dealers.heromotocorp.com/location/dealer-in-madhya-pradesh/dealer-in-indore/dealer-in-vijay-nagar', 'domain': 'dealers.heromotocorp.com', 'snippet': 'Find closest Hero MotoCorp Dealer near Vijay-nagar, Pune, Madhya-pradesh for best Two Wheeler', 'type': 'official_or_other'}, {'name': 'Hero MotoCorp Showroom Vijay Nagar Indore', 'title': 'Hero showroom in Indore | 25 Hero bike dealers - BikeWale', 'url': 'https://bikewale.com/m/dealer-showrooms/hero/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 25 Hero showrooms in Indore. Contact Hero showroom near you for prices, EMI options, and availability of Hero bike', 'type': 'referral'}, {'name': 'Hero MotoCorp Showroom Vijay Nagar Indore', 'title': 'Hero bike Showrooms in Indore - 8 Authorised Hero Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/hero/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 8 Hero bike showrooms in Indore. Check latest June offers, contact details, dealer location of Hero two wheeler dealers near by at Bikedekho.com', 'type': 'referral'}, {'name': 'Hero MotoCorp Showroom Vijay Nagar Indore', 'title': 'Sanskar Motors – Hero MotoCorp Dealer & Service Center - Indore ...', 'url': 'https://indore.city/listing/sanskar-motors-hero-motocorp-dealer-service-center/', 'domain': 'indore.city', 'snippet': 'Discover the best in Hero MotoCorp motorcycles at Sanskar Motors, your premier two-wheeler dealership in Indore. Located at SN 25 GF, Vijay Nagar Main Rd, opposite Sayaji Hotel, Scheme No 54, our showroom offers a wide range of Hero bikes, scooters, and accessories to meet all your riding needs.', 'type': 'official_or_other'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
Hero MotoCorp Dealership AB Road Indore,True,https://dealers.heromotocorp.com/locator/indore/,Find Hero MotoCorp Showrooms in Indore | Locator,"[{'name': 'Hero MotoCorp Dealership AB Road Indore', 'title': 'Hero bike Showrooms in Indore - 8 Authorised Hero Dealers Near Me', 'url': 'https://www.bikedekho.com/showrooms/hero/indore', 'domain': 'bikedekho.com', 'snippet': 'Locate 8 Hero bike showrooms in Indore. Check latest June offers, contact details, dealer location of Hero two wheeler dealers near by at Bikedekho.com', 'type': 'referral'}, {'name': 'Hero MotoCorp Dealership AB Road Indore', 'title': 'Find Hero MotoCorp Showrooms Near You | Locator', 'url': 'https://dealers.heromotocorp.com/Madhya+Pradesh-Indore', 'domain': 'dealers.heromotocorp.com', 'snippet': 'Find the nearest Hero MotoCorp dealer in Indore, Madhya Pradesh for top-quality two-wheelers and excellent service.', 'type': 'official_or_other'}, {'name': 'Hero MotoCorp Dealership AB Road Indore', 'title': 'Hero showroom in Indore | 25 Hero bike dealers - BikeWale', 'url': 'https://bikewale.com/m/dealer-showrooms/hero/indore/', 'domain': 'bikewale.com', 'snippet': 'Find address, contact details and direction for 25 Hero showrooms in Indore. Contact Hero showroom near you for prices, EMI options, and availability of Hero bike', 'type': 'referral'}, {'name': 'Hero MotoCorp Dealership AB Road Indore', 'title': '8 Hero Bike Showrooms in Indore, Hero Dealers in Indore - Find Contact ...', 'url': 'https://www.zigwheels.com/bikes/dealers/hero/Indore', 'domain': 'zigwheels.com', 'snippet': 'Find Hero Bike showrooms in Indore. Check the list of Hero dealerships in Indore with dealer location, contact details and directions.', 'type': 'referral'}]",0,0,0,0,0,0,0,0,0,25,Low Priority,Business has an official website - lower digital opportunity,
